name,brand,detail,strong,cat1,cat2,wc,ingredients
wood-jasmin-1,BDK,He walks through large tree-lined streets and a strange golden light appears. You hear a soft melody. Behind the wall decorated with jasmine  there is a fairy. She is lying in the water and her golden hair caresses the river. He is mesmerised. But he must leave before nightfall  because the forest is beautiful but also mysterious.,Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Jasmine (Egypt)', 'Ciste Labdanum', 'Rose', 'Jasmine (Sambac)', 'Cypriol / Nagarmota', 'Davana', 'Balsam (Peru)', 'Incense (Somalia)', 'Vanilla (Madagascar)', 'Pear', 'Plum', 'Patchouli (Indonesia)']"
cookies-kisses,Clinique,A nostalgic and indulgent fragrance that instantly reminds you of the aroma of spiced and buttery home-baked goods.,,AMBERY (ORIENTAL),CITRUS,Soft Amber Fresher Gourmand,"['Apple', 'Chestnut', 'Sandalwood', 'Fir Balsam', 'Balsam (Peru)', 'Bergamot', 'Allspice', 'Ambroxan (Ambergris)', 'Guaiac Wood', 'Pink Pepper']"
always-red-femme,Elizabeth Arden,Always Red Femme pulls you into the world of the trendsetter who's always on the move  leaving a trail of leather and lace as she sets the pace of the city. Confident and inherently feminine  she walks in. It's all or nothing.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Fruity,"['Peach Blossom', 'Vanilla', 'Cedarwood', 'Jasmine', 'Lily Of The Valley', 'Davana', 'Lemon', 'Moss', 'Patchouli', 'Pear', 'Raspberry', 'Blackcurrant Bud']"
perfectly-marvelous-1,Diana Vreeland,"'Why don't you' - Celine Barel was inspired by Ms. Vreeland's quote: ""If it's not a passion  it's not burning  it's not on fire  you haven't lived!"" to create Perfectly Marvelous.",Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp White Flower,"['Cashmeran (Woody musky)', 'Allspice', 'Jasmine (Sambac)', 'Sandalwood', 'Spicy Notes', 'Lava', 'Musk']"
aspire-debut,Avon,Aspire is inspired by the warmth and passion of women determined to follow their path. Aspire Debut. Be anything. Be everything.,,FLORAL,FLORAL,Floral Crisp White Flower,"['Jasmine (Sambac)', 'Mandarin', 'Cashmeran (Woody musky)', 'Apple Blossom', 'Orange Blossom', 'Pink Pepper', 'Blackcurrant Bud', 'Musk', 'Sandalwood']"
desire-red-extreme,Dunhill London,"""Our vision for Dunhill Red Extreme was to create a modern expression of passionate energy  sophisticated luxury  and masculine sensuality "" Carlos Benaïm and Céline Barel  Perfumers.",,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher,"['Vetiver', 'Orange', 'Saffron', 'Amber', 'Ciste Labdanum', 'Bergamot', 'Cypress', 'Patchouli', 'Clary Sage']"
be-delicious-summer-squeeze-2020-1,Donna Karan DKNY,Seize the day and make the most of the moment with DKNY Be Delicious Summer Squeeze. A playful citrus floral scent blending effervescent fruit  bright white flowers and lush warmth  it’s a fragrance as sunny and juicy as the season itself.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Grapefruit', 'Vanilla', 'Green Apple', 'Lily Of The Valley', 'Ylang-ylang', 'Jasmine (Sambac)', 'Mandarin', 'Orange', 'Ginger', 'Musk', 'Woody Notes', 'Blackcurrant Bud']"
be-delicious-pool-party-mai-tai-2019-1,Donna Karan DKNY,Dive into this playfully addictive fragrance - DKNY Be Delicious Pool Party Mai Tai makes a splash this summer with this limited-edition Pool Party scent  Inspired by trendy summer cocktails that are staples at every pool party  one spray will make you feel as if you're lounging next to the water.,Eau de Toilette,FLORAL,FRUITY,Floral Fresher Fruity,"['Heliotrope', 'Peony', 'Blackcurrant Bud', 'Salicylate (Floral notes)', 'Jasmine (Sambac)', 'Peach', 'Raspberry', 'Amber', 'Orange', 'Pink Pepper']"
jolie-fleur-bleue,Tory Burch,Jolie Fleur Bleue  a uniquely understated  elegant and captivating fragrance inspired by the flowers and colors in Tory's garden.,Eau de Parfum,FLORAL,CITRUS,Floral Fresher Citrus,"['Jasmine (Sambac)', 'Violet Leaves', 'Cedarwood (Virginia)', 'Peony', 'Tuberose', 'Grapefruit', 'Mandarin', 'Amber', 'Pink Pepper', 'Sandalwood', 'Vetiver', 'Blackcurrant Bud']"
sparkly-citrus-2,Avon,Citrus bathes you in an invigorating burst of sunny notes to impart a whirlwind of lively  exhilarating freshness.,,CITRUS,GREEN,Citrus Crisp,"['Mandarin', 'Grapefruit Blossom', 'Musk', 'Bergamot', 'Tangerine', 'Lemon Blossom', 'Cedarwood', 'Freesia', 'Vetiver']"
vent-du-sud-azur,Lise Watier,Inspired by infinite blue skies  Vent du Sud Azur is a fresh floral scent  evoking freedom when sailing in the late afternoon.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher Citrus,"['Jasmine', 'Bergamot', 'Amber', 'White Tea', 'Apple', 'Cedarwood', 'Marigold', 'Musk', 'Violet Leaves']"
first-instinct-sheer-for-her-1,Abercrombie & Fitch,First Instinct Sheer for Her is a fragrance for women who trust their passions and follow their instincts.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Hibiscus', 'Lily Of The Valley', 'Ozonic Notes', 'Orange Blossom', 'Bergamot', 'Amber', 'Musk', 'Pink Pepper', 'Woody Notes']"
indigo-mist,Clinique,This delicate and refreshing signature captures the unique scent of a flower garden following a rain shower.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Rose', 'Grapefruit', 'Cashmeran (Woody musky)', 'Violet Leaves', 'Jasmine', 'Apple', 'Cedarwood', 'Pink Pepper', 'Operanide (Woody ambery)']"
jasmine-in-tangerine-1,Atkinsons London 1799,A mischievous British take on a flower suffused with Eastern promise. The most British of exotic flowers  which is steeped in the floral language of love and grand passion.,Eau de Parfum,FLORAL,CITRUS,Floral Fresher Citrus,"['Jasmine (Sambac)', 'Tangerine', 'Cedarwood', 'Osmanthus', 'Ylang-ylang', 'Mandarin', 'Pink Pepper', 'Vanilla']"
jolie-fleur-rose-1,Tory Burch,Jolie Fleur RoseA romantic  classic and modern fragrance inspired by the flowers and colours of Tory's garden.,Eau de Parfum,FLORAL,FLORAL,Floral Crisp Rose,"['Rose', 'Pink Pepper', 'Amber', 'Violet', 'Sap', 'Cashmeran (Woody musky)', 'Geranium', 'Musk']"
dragonfly-2021,Zoologist,Like a lotus spreading its petals  Dragonfly opens with a rush of beautiful aquatic florals. Hints of rice and white flowers diffuse from within a lush shroud of green  beneath the intimate aroma of an imminent summer shower. Dragonfly encapsulates the richness and romance of impressionism  a canvas of florals under a watery veil.,,FLORAL,GREEN,Floral Crisp Green,"['Jasmine (Sambac)', 'Basil', 'Moss', 'Iris / Orris', 'Mimosa', 'Rose', 'Angelica', 'Ginger', 'Grapefruit', 'Rice', 'Violet Leaves', 'Benzoin', 'Cashmeran (Woody musky)', 'Geranium', 'Patchouli', 'Rain Notes', 'Tonka Bean', 'Vetiver', 'Watery']"
olympea-legend-5,Rabanne,A modern-day goddess. Heaven-scent. Iconic  chic. Unique. Half-myth  half-muse. Smiling on victory as her natural reward. Ready to seduce Zeus. Trouble in paradise endures this sensual salty-vanilla  earthly scent.,Eau de Parfum,AMBERY (ORIENTAL),FRUITY,Floral Amber Fresher Fruity,"['Salty Vanilla', 'Plum', 'Tonka Bean', 'Amber', 'White Ginger Lily', 'Cashmeran (Woody musky)', 'Desert Palm Flower']"
dkny-women-summer-2019,Donna Karan DKNY,New York's rooftop pool parties are the place to see and be seen. Soaring over the city on a hot summer day is the perfect way to escape the hustle and bustle of everyday life  relax and enjoy summer in the city. DKNY's summer fragrance for women will embody the look and feel of a chic  fun and vibrant New York rooftop party.,,FLORAL,CITRUS,Floral Crisp Citrus,"['Freesia', 'Rhubarb', 'Amberwood', 'Salicylate (Floral notes)', 'Bitter Orange', 'Mandarin', 'Rose', 'Jasmine (Sambac)', 'Galbanum', 'Blackcurrant Bud', 'Cedarwood', 'Musk']"
4711-remix-electric-night,4711,Party in the club and all eyes are on you. You feel sexy and free  letting the sound of the music pulse through you as you dance. A glittery outfit and glossy lips  you're turning heads in the club. The night is really just beginning. Pump up the volume and let yourself shine with this electrifying scent!,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Fruity,"['Lily Of The Valley', 'Amber', 'Blackcurrant', 'Lipstick', 'Peony', 'Vanilla', 'Bergamot', 'Cedarwood', 'Lemon']"
dkny-be-tempted-eau-so-blush-2016,Donna Karan DKNY,Be Tempted Eau Blush draws you in to experience a softer side of temptation with a fresh floral and woody blended scent.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Peony', 'Red Currant', 'Musk', 'Magnolia', 'Jasmine', 'Apricot', 'Blood Orange', 'Grapefruit', 'Cedarwood', 'Woody Notes']"
baby-bouquet,Clinique,A fresh and powdery scent that conveys the nostalgic and innocent feeling of childhood.,,FLORAL,MUSK SKIN,Soft Floral Fresher Musk,"['Orange Blossom', 'Skin Accord', 'Mandarin', 'Lily Of The Valley', 'Jasmine (Sambac)', 'Ambertonic (Woody Ambery)', 'Petitgrain', 'Vetiver', 'Spearmint']"
shawn-mendes-signature,Shawn Mendes,An addictive scent for the new generation of men and women. Designed to be worn as an individual expression of confidence  passion and determination.,Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Gourmand,"['Cedarwood', 'Maple Syrup', 'Skin Accord', 'Dulce De Leche', 'Frangipani', 'Lemon', 'Apple', 'Pineapple', 'Rose Petal']"
neroli-nasimba,Maison Crivelli,For Neroli Nasimba  Thibaud Crivelli  founder of the brand  was inspired by a personal experience of discovering orange blossom on safari. From this memory was born the desire to create a surprising and daring perfume.,,LEATHER,CITRUS,Dry Woods Crisp White Flower,"['Neroli (Tunisia)', 'Leather', 'Ciste Labdanum', 'Mandarin', 'Cardamom', 'Pink Pepper', 'Orange Blossom', 'Petitgrain', 'Vetiver']"
aqua-allegoria-nerolia-vetiver,Guerlain,Nerolia Vetiver is  first and foremost  an emotion. A fragrant memory of the landscapes of the island of Ischia in the bay of Naples: the generosity of nature  whose light inspires this fragrance with its freshness sculpted by shadow. It is also a love story. Thierry Wasser and Delphine Jelk  Guerlain Perfumers  fell in love with an exceptional material: an extraordinary neroli from Calabria. The result is a floral allegory of Mediterranean light.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher White Flower,"['Neroli (Calabria)', 'Vetiver', 'Bergamot', 'Petitgrain', 'Basil', 'Fig']"
eau-de-cologne-jean-marie-farina-1,Roger & Gallet,The original eau de cologne  the legendary perfect balance between the dazzling freshness of citrus fruits and the elegance of aromatics.,Eau de Toilette,CITRUS,CITRUS,Citrus Classical,"['Petitgrain', 'Rosemary', 'Lavender', 'Neroli', 'Bergamot', 'Lemon', 'Thyme', 'Clove']"
neroli-facetie,Roger & Gallet,Néroli Facétie has an attitude that's cheerful  joyful  playful. The sheer art of having fun with facial expressions or little games.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Orange Blossom', 'Neroli', 'Cedarwood', 'Ylang-ylang', 'Jasmine (Sambac)', 'Bergamot', 'Mandarin', 'Angelica', 'Petitgrain', 'Vetiver', 'Everlasting Flower']"
neroli-e-orchidea,Phytorelax,A fragrance with unpredictable facets: joyful and pure like a citrus flower  tender and provocative like a magnificent orchid.,,FLORAL,CITRUS,Soft Floral Fresher Citrus,"['Orchid', 'Neroli', 'Musk', 'Iris / Orris', 'Lily Of The Valley', 'Kumquat', 'Lemon Blossom', 'Orange', 'Peach', 'Woody Notes']"
neroli-portofino-acqua,Tom Ford,Neroli Portofino Acqua is an invitation to the seductive atmosphere of the Italian Riviera from a new perspective: floating on the idyllic blue waters of the coast with endless skies and steep green hillsides in sight.,Eau de Toilette,CITRUS,GREEN,Citrus Crisp,"['Neroli', 'Lemon', 'Orange', 'Amber', 'Bergamot', 'Mandarin', 'Orange Blossom']"
neroli-outrenoir-2021-1,Guerlain,"Neroli  so incredibly pure  is reinterpreted here in a play of contrasts between white and black  between innocence and mystery "" Delphine Jelk  Perfumer.",,FLORAL,CITRUS,Floral Fresher Citrus,"['Bergamot', 'Neroli (Tunisia)', 'Lapsang Souchong', 'Myrrh', 'Petitgrain']"
neroli-peace,Berdoues,I am fullness  calm and serenity. I connect to the moment  here and now. I was born from the harmony between neroli  orange blossom and musks. I am in the ray of the sun  in the breath of meditation. I am the sweet scent of chill.,,FLORAL,CITRUS,Floral Crisp Orange Blossom,"['Neroli', 'Orange Blossom', 'Musk']"
neroli-3,Laurent Mazzone,A hymn to the duality of neroli  whose innocence hides a true sensuality.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Lemon', 'Neroli', 'Skin Accord', 'Orange Blossom', 'Angelica', 'Blackcurrant', 'Lavender', 'Peach']"
iris-neroli,Jeanne en Provence,Iris & Néroli is a sensual aroma that carries you away to a charming oriental garden full of flowers in bloom.,,FLORAL,CITRUS,Soft Floral Fresher Citrus,"['Iris / Orris', 'Bergamot', 'Vetiver', 'Orange Blossom', 'Powdery Notes', 'Mandarin', 'Neroli', 'Musk', 'Sandalwood']"
neroli-woods-1,Banana Republic,Stimulating mandarin leaves wrap around darker notes for an exhilarating blend.,Eau de Parfum,FLORAL,MUSK SKIN,Soft Floral Fresher Musk,"['Amber', 'Neroli', 'Mandarin Leaves', 'Jasmine', 'Musk', 'Cotton Candy', 'Lemon']"
secrets-dessences-neroli,Yves Rocher,A symbol of subtle and delicate femininity  this original musky floral creation based on Neroli provides a sensual and refined sensation of freshness thanks to its exceptional raw materials.,,FLORAL,CITRUS,Floral Crisp Orange Blossom,"['Neroli', 'Mandarin', 'Orange Blossom', 'Musk', 'Petitgrain']"
neroli-intense-1,Jeanne en Provence,Néroli Intense echoes the sensual relationship between man and nature  an invigorating and refreshing citrus fragrance that transports you to the heart of Provence in summer.,,FLORAL,CITRUS,Floral Fresher,"['Neroli', 'Tangerine', 'Woody Notes', 'Jasmine', 'Orange Blossom', 'Lemon', 'Amber', 'Rosemary']"
just-jack-neroli,Just Jack,Just Jack Neroli is the embodiment of luxury and exclusivity. Treat yourself to a fragrance that will make you absolutely unique wherever you are.,,FLORAL,CITRUS,Floral Fresher,"['Bergamot', 'Neroli', 'Ambrette Seed', 'Jasmine', 'Orange Blossom', 'Pittosporum', 'Lemon', 'Tangerine', 'Amber', 'Angelica', 'Lavender', 'Myrtle', 'Rosemary']"
mango-skin-1,Vilhelm,Mango Skin is meant to bring the many pleasures of sun  joy  flirting  love  and happiness to the skin.,Eau de Parfum,FLORAL,FRUITY,Fruity Crisp,"['Mango', 'Lotus', 'Sugar', 'Blackberry', 'Iris / Orris', 'Jasmine', 'Black Pepper', 'Patchouli', 'Vanilla']"
passiflora-3,Officine del Profumo,A delicate and sensual artisanal perfume that surrounds one with melodious and harmonious notes. A delightful alliance of fruity and floral notes that brings with it the simplicity and freshness of a new Spring day.,,FLORAL,FRUITY,Soft Floral Fresher Fruity,"['Rose', 'Mango', 'Ambrette Seed', 'Osmanthus', 'Mandarin', 'Musk', 'Patchouli', 'Pink Pepper']"
dirty-mango,Heretic,A wildly explicit fragrance of ripe fleshy mango  sun-kissed skin and creamy woods. Inspired by sultry tropical nights dancing to cumbia beats  fiery make-out sessions under damp jungle vines and the unforgettable aroma of a thick mango fresh from the tree. An exotic little getaway in a jar.,Eau de Parfum,FLORAL,FRUITY,Fruity Classical,"['Mango', 'Mandarin', 'Sandalwood', 'Geranium', 'Oud / Agarwood', 'Lemon', 'Ambrette Seed']"
green-gaya,Anfas by Asim Al Qassim,Summer comes with the warmth of the Arabian sun. You see a mirage in the middle of the desert that carries the ray of hope you have always been looking for. Then you know that with effort comes prosperity. The heat of summer would feel like a breeze in spring  it makes me feel happy because I am sure to find you. You are my purpose and my destiny.,,WOODY,FRUITY,Woods Crisp Fruity,"['Mango', 'Woody Notes', 'Milk', 'Oud / Agarwood', 'Cedarwood', 'Pear', 'Anise', 'Cardamom', 'Amber', 'Iris / Orris', 'Liquorice (Licorice)']"
mango-mood,Phlur,Mango Wood is a dynamic  ripe fruit fragrance that threads a balance between grounded sweetness and unbridled sensuality.,,CHYPRE,FRUITY,Mossy Woods Crisp Fruity,"['Mango', 'Patchouli', 'Jasmine (Sambac)', 'Blackcurrant', 'Pink Pepper', 'Brown Sugar', 'Iris / Orris', 'Lotus', 'Vanilla']"
alegria-brasileria-1,Avon,Alegria Brasileria is a sweet floral fragrance that is a little bit of every corner of Brazil.,,CHYPRE,FRUITY,Mossy Woods Fresher Fruity,"['Mango', 'Jasmine', 'Orchid', 'Lemon', 'Mate']"
sunplosion-aloha-state-of-mind,Simone Andreoli,An explosion of vitality and energy which embodies the Sun of Hawaii. Surfers  massive waves  bronzed skin  and the freedom feeling that you breathe on the magnificent beaches of Oahu. A taste of Hawaii that celebrates the local symbol fruit by realising a unique and special fragrance  the delicious Excel Mango from Makaha.,,WOODY,FRUITY,Woods Crisp Fruity,"['Mango', 'Sandalwood', 'Coconut Milk', 'Guava', 'Lime', 'Hibiscus']"
daisy-ever-so-fresh,Marc Jacobs,Daisy Ever So Fresh exudes a burst of freshness that embodies a bright  bold attitude  overflowing with vivacious energy and inspiring spontaneity through its youthful spirit and effervescent charm.,Eau de Parfum,FLORAL,FRUITY,Floral Fresher Fruity,"['Rose', 'Mango', 'Cashmeran (Woody musky)', 'Orange Blossom', 'Pineapple', 'Mandarin']"
miss-giordani-1,Oriflame,A glamorous  elegant and ultra-feminine fragrance. Miss Giordani encompasses the passion and subtle sophistication of the Italian lifestyle.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Mango', 'Neroli', 'Patchouli', 'Freesia', 'Peony', 'Bergamot', 'Grapefruit', 'Ivy', 'Raspberry', 'Musk', 'Pepper', 'Sandalwood', 'Vanilla']"
