name,brand,detail,strong,cat1,cat2,wc,ingredients
fleur-de-the-rose-bulgare-1,Creed,Fleur de Thé Rose Bulgare is a direct expression of a rose accord. While that may sound simple  it is truly a masterpiece of perfumery.,,FLORAL,FLORAL,Floral Classical Rose,"['Rose (Bulgaria)', 'Tea (China)', 'Bergamot', 'Rose (Grasse)', 'Ambergris', 'Lemon', 'Mandarin']"
bvlgari-eau-parfumee-au-the-noir,Bulgari,Created under the concept of wellness  Bulgari's Eau Parfumée Au Thé Noir is inspired by the essence of black tea  and radiates with its mythical powers of rejuvenation.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Citrus,"['Tea (China)', 'Magnolia', 'Rose (Turkey)', 'Oud / Agarwood', 'Bergamot', 'Patchouli']"
woody-mood,Olfactive Studio,Something about it feels ritualistic  shamanic almost. The deeply rooty  spicy smell of the woods  herbs and spices will run through your spirit like a hot knife through butter  cleaning out the dust in your mental corridors.,,WOODY,WOODY,Woods Classical,"['Sequoia', 'Patchouli', 'Clary Sage', 'Incense / Olibanum', 'Jatamansi / Spikenard', 'Tea (China)', 'Bergamot', 'Cocoa', 'Ginger', 'Leather', 'Saffron', 'Styrax']"
bvlgari-eau-parfumee-au-the-vert,Bulgari,Eau Parfumée au Thé Vert is meant to be shared. The simplicity and freshness of this green tea cologne was inspired by the ancient Oriental tea ceremony. When worn  it immediately reveals citrus notes  spices and blossoms  then slowly releases the green tea heart. This precious extract has recognized beneficial properties and epitomizes the sensuality of body-pampering rituals. Eau Parfumée au Thé Vert is an expression of refined elegance and personal indulgence.,Eau Fraîche / Cologne,CITRUS,FLORAL,Citrus Fresher,"['Green Tea', 'Bergamot', 'Coumarin (Tonka Bean note)', 'Beeswax', 'Cardamom', 'Coriander', 'Orange Blossom', 'Pepper', 'Rose (Bulgaria)', 'Jasmine (Egypt)', 'Smoked Woods']"
very-good-girl,Carolina Herrera,Very Good Girl takes you on an astonishing olfactory journey  from top notes of mischievous red currant and exotic lychee  to seductive middle notes of rose. Top notes of vetiver and vanilla add a contemporary and surprising finish. Fun  fabulous and fearless  Very Good Girl is a bold interpretation of the iconic Good Girl.,Eau de Parfum,FLORAL,FRUITY,Floral Crisp Gourmand,"['Rose', 'Red Berries', 'Vanilla (Bourbon)', 'Lychee', 'Tonka Bean', 'Benzoin', 'Vetiver']"
lair-du-temps-x-antoinette-poisson-2022-1,Nina Ricci,For this limited-edition version  Nina Ricci’s most iconic bottle has donned a veil of immaculate white  evocative of porcelain. A dazzling hue  on which several graceful doves have settled  delicately etched out in blue ink. This is the second time Antoinette Poisson has been invited to reinterpret the L’Air du Temps bottle. The scent formulated for this fleeting edition is a gourmand floral fragrance infused with the same sense of liberty  playfulness  and joie de vivre as the original L’Air du Temps.,,FLORAL,GOURMAND,Floral Fresher Gourmand,"['Orange Blossom', 'Honey', 'Mandarin', 'Bergamot', 'Mimosa', 'Petitgrain', 'Almond', 'Musk', 'Tonka Bean']"
sparkle,Kate Spade,Sparkle captures the unique sensations that take over New York as the sun sets and the city lights begin to twinkle. That moment when you feel an irresistible  addictive and exuberant blend of floral and gourmand scents waft through the air. Sensual and inspiring  the fragrance celebrates a captivating and luminous personality whose halo leaves no one indifferent.,Eau de Parfum,FLORAL,FRUITY,Floral Crisp Fruity,"['Peony', 'Pink Pepper', 'Crème Brulée', 'Blackcurrant', 'Hawthorn', 'Lemon', 'Cedarwood', 'Oak']"
wild-achillea-2023,Jo Malone London,Golden bundles of wild achillea frame remote ruins alive with nature. Sparkling with bright citrus entwined with the tangy sting of nettle  the greenness balanced on a base of soft accords.,,CITRUS,GREEN,Citrus Crisp,"['Neroli', 'Musk', 'Water Lily', 'Bergamot', 'Nettle']"
i-want-choo-christmas-edition-2022,Jimmy Choo,I Want Choo Christmas Edition is a powerful fragrance that explodes with joy and finishes with a seductive twist.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Jasmine (Sambac)', 'Benzoin', 'Peach', 'Lily', 'Mandarin', 'Vanilla']"
good-girl-collector-gold-fantasy-2022,Carolina Herrera,With its contrasting blend of ingredients that are at once sweet and sensual  Good Girl represents every side of a woman’s femininity from light to dark  softness to strength. For this limited release  the emblematic Good Girl high-heeled shoe is entirely doused in perfectly polished gold.,Eau de Parfum,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Fresher Fruity,"['Tonka Bean', 'Cocoa', 'Tuberose', 'Jasmine', 'Almond', 'Vanilla', 'Iris / Orris', 'Sandalwood', 'Toffee']"
bad-boy-collector-dazzling-garden-2023,Carolina Herrera,The electrifying power of nature is at the beating heart of Bad Boy  the scintillating scent encased in a bolt of powerful lightning. And today  we’re bringing the enchantment and excitement of a dreamlike world to the Bad Boy family in the form of Dazzling Garden  a dramatic take on the iconic bottle.,Eau de Toilette,AMBERY (ORIENTAL),AROMATIC FOUGERE,Woody Amber Fresher,"['Cocoa', 'Clary Sage', 'Tonka Bean', 'Vetiver', 'White Pepper', 'Bergamot', 'Cedarwood', 'Grapefruit', 'Oak']"
good-girl-midnight-1,Carolina Herrera,Good Girl Midnight is a special limited release of Carolina Herrera’s Good Girl  a global success story in fragrance since its first edition in 2016. A bold version celebrating the magic of the night  Good Girl Midnight is an intense and textured eau de parfum that transcends the very essence of the original Good Girl. Exclusively available in the Middle East  the opulence of the fragrance is a tribute to the magical mystery of the night. Good Girl Midnight speaks to modern women with its complex and multi-faceted femininity. Assuredly sensual  unexpectedly layered and contrasted  it boldly states what every Good Girl knows: when night falls  the true magic happens.,Eau de Parfum,AMBERY (ORIENTAL),FLORAL,Amber Crisp White Flower,"['Tonka Bean', 'Vanilla', 'Tuberose', 'Patchouli', 'Rose', 'Almond', 'Orange Blossom', 'Pink Pepper', 'Sandalwood', 'Tobacco Leaf', 'Ambrette Seed']"
in-paradise-riviera-2022-1,Ex Nihilo,Inspired by the spirit of a burning afternoon on the French Riviera  this scent sublimates its floral notes and expresses a sexy and addictive signature.,,FLORAL,FLORAL,Floral Crisp White Flower,"['Tiare', 'Bergamot', 'Musk', 'Peony', 'Tuberose', 'Cashmeran (Woody musky)']"
la-perla-luminous-1,La Perla,La Perla Luminous is as joyful and confident as the woman who wears it  inspired by the peek-a-boo style of the La Perla lace bralettes  encapsulated in a woody yet creamy floral bouquet.,Eau de Parfum,FLORAL,MUSK SKIN,Soft Floral Crisp Musk,"['Ambrette Seed', 'Jasmine (Sambac)', 'Cedarwood (Virginia)', 'Mandarin', 'Violet Leaves', 'Akigalawood (Patchouli note)', 'Nectarine', 'Tonka Bean', 'Vetiver']"
good-girl-blush-elixir,Carolina Herrera,An intense  incandescent blend of rose  vanilla  and smoky patchouli  Good Good Blush Elixir is a seductive eau de parfum that’s both a chypre (woody and mysterious) and floral adventure.,Eau de Parfum,CHYPRE,FLORAL,Mossy Woods Crisp Fruity,"['Patchouli (Indonesia)', 'Vanilla (Madagascar)', 'Rose', 'Almond', 'Mandarin', 'Bergamot', 'Tonka Bean', 'Vanilla', 'Peony', 'Ylang-ylang', 'Ylang-ylang (Madagascar)']"
bad-boy-collector-superstars-2021,Carolina Herrera,Strong  but sensitive  heroic  yet vulnerable  the Bad Boy is confident in who he is  embracing all sides of his contrasting personalities. Bad Boy captures the multiple facets of contemporary manhood in an explosive yet sophisticated modern scent.,Eau de Toilette,AMBERY (ORIENTAL),AROMATIC FOUGERE,Woody Amber Fresher,"['Clary Sage', 'Tonka Bean', 'Vetiver', 'Cocoa', 'White Pepper', 'Bergamot', 'Cedarwood', 'Grapefruit', 'Oak', 'Pink Pepper']"
blanche-bete,Liquides Imaginaires,I am an imaginary animal  wild and lonely. My immaculate body is that of a fabulous white horse. I wear a single horn on my forehead. I embody love and mystery. Can you dream hard enough to see me? Because I am the animal that never existed. Blanche Bête is my legend.,,AMBERY (ORIENTAL),FLORAL,Amber Fresher White Flower,"['Tonka Bean', 'Milk', 'Musk', 'Incense / Olibanum', 'Vanilla', 'Jasmine', 'Tuberose', 'Cocoa', 'Ambrette Seed']"
possibilities-1,La Perla,Heads turn  eyes and minds wander. Was it just an innocent glance or the promise of a flirtation? Only you will know. Your aura is magnetic  but utterly mysterious. Hopelessly curious  all a stranger can see is possibilities. Who knows what will happen next?,,CHYPRE,FRUITY,Mossy Woods Crisp Fruity,"['Freesia', 'Rose', 'Vanilla', 'Akigalawood (Patchouli note)', 'Blackcurrant', 'Pink Pepper', 'Ambroxan (Ambergris)', 'Cashmeran (Woody musky)', 'Orange Blossom', 'Petalia (Rose Petal)', 'Rosyfolia (Rose)']"
angel-nova-eau-de-toilette,Mugler,​An inspiring fragrance for a modern heroine  who makes her dreams a reality and reality a dream. ​It is a perfume for women of today who believe in themselves.​ A lively and luminous breath  for irresistible femininity that radiates with pleasure and confidence. With this new women's fragrance by Mugler  dreams burst with infinite brightness and freshness.​,,FLORAL,WOODY,Floral Crisp Fruity,"['Rose Damascena', 'Akigalawood (Patchouli note)', 'Lychee', 'Benzoin', 'Raspberry', 'Styrax']"
burberry-her-eau-de-toilette-1,Burberry,Captivating  confident and effortlessly individual  Her Eau de Toilette embodies the essence of the modern Burberry woman as she explores the city. Enraptured  she sees the world from a new perspective. A break with expectations. A new discovery.,Eau de Toilette,FLORAL,FRUITY,Floral Crisp Fruity,"['Honeysuckle', 'Pear', 'Musk', 'Lily Of The Valley', 'Peony', 'Rose', 'Strawberry', 'Pink Pepper', 'Blackcurrant Bud', 'Cedarwood']"
boss-the-scent-for-her-le-parfum,Hugo Boss,An intense fragrance to ignite your senses  unleashing an alchemy of attraction impossible to resist.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Citrus,"['Orange Blossom', 'Akigalawood (Patchouli note)', 'Vetiver', 'Osmanthus', 'Peach Blossom', 'Amber', 'Vanilla', 'Cocoa', 'Mandarin', 'Clary Sage']"
good-girl-collector-ruby-sparkle-2021-1,Carolina Herrera,Celebrate 40 years of Carolina Herrera with this special collector’s edition of our iconic Good Girl fragrance  covered in graduated red and pink Swarovski crystals  our signature house colours and a symbol of optimism  light and energy.,Eau de Parfum,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Fresher Fruity,"['Tonka Bean', 'Cocoa', 'Tuberose', 'Almond', 'Jasmine (Sambac)']"
raving-rose,Dries Van Noten,“The rose is an icon for Dries but I wanted to disrupt its classicism to create a rose that is not a rose  not taking itself too seriously  ultra-modern and spicy ” Louise Turner  Perfumer.,Eau de Parfum,FLORAL,SPICY,Floral Crisp Rose,"['Rose Damascena', 'Pink Pepper', 'Black Pepper', 'Cashmeran (Woody musky)', 'Rose Water', 'Musk', 'Patchouli']"
bad-boy-extreme,Carolina Herrera,Strictly unconventional yet rebellious and tender  Bad Boy Extreme represents a fiery evolution with its unexpected use of ingredients. Formulated by Quentin Bisch  Louise Turner and Yann Vasnier  this exciting fragrance enters extraordinarily new territory in both the combination and sustainable sourcing of these ingredients.,Eau de Parfum,AMBERY (ORIENTAL),AROMATIC FOUGERE,Amber Classical,"['Tonka Bean', 'Cocoa', 'Vetiver (India)', 'Clary Sage', 'Davana', 'Incense / Olibanum', 'Ciste Labdanum', 'Opoponax', 'Plum', 'Bergamot', 'Ginger (India)', 'Patchouli (Indonesia)']"
la-perla-signature,La Perla,A sparkling floral bouquet as radiant  confident and sensual as the La Perla woman.,Eau de Parfum,FLORAL,FLORAL,Floral Crisp White Flower,"['Vetiver (Haiti)', 'Violet Leaves', 'Jasmine (Sambac)', 'Mandarin', 'Neroli', 'Cedarwood (Virginia)', 'Ciste Labdanum', 'Nectarine', 'Orange Blossom']"
good-girl-collector-dazzling-garden-2023,Carolina Herrera,It’s time to step into an enchanted new world  a Dazzling Garden  in fact  where the colours are bolder  the evening sky is sparkling  and the air carries a sweet fragrance like none other.,Eau de Parfum,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Fresher Fruity,"['Tonka Bean', 'Cocoa', 'Tuberose', 'Jasmine', 'Almond', 'Vanilla', 'Sandalwood', 'Coffee', 'Iris / Orris']"
i-want-choo-forever,Jimmy Choo,I Want Choo Forever captures the playful spirit of Jimmy Choo. This enchanting scent is guaranteed to become the backdrop to your most memorable evenings.,Eau de Parfum,CHYPRE,GOURMAND,Mossy Woods Crisp Gourmand,"['Sour Cherry', 'Tonka Bean', 'Jasmine (Sambac)', 'Almond', 'Moss', 'Pink Pepper', 'Rose', 'Vanilla', 'Vetiver']"
limitless-shopping-via-della-spiga-1,Trussardi,"""A sophisticated  faceted fragrance that attracts like honey  it is ideal for warming the soul in winter while strolling down the luxurious Via Della Spiga with its fabulous boutiques "" Amélie Jacquin  co-Perfumer.",,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Citrus,"['Heliotropine (Heliotrope)', 'Bergamot', 'Musk', 'Hawthorn', 'Jasmine', 'Rose', 'Mahonial', 'Apple', 'Honey', 'Tonka Bean']"
musc-1,Reminiscence,Musces like fire and ice. A warm and rounded fragrance  a fragrance that elegantly evokes the sweet scent of clean skin.,,FLORAL,MUSK SKIN,Soft Floral Rich Musk,"['Musk', 'Powdery Notes', 'Ylang-ylang', 'Floral Notes', 'Heliotropine (Heliotrope)', 'Amber', 'Coumarin (Tonka Bean note)', 'Aldehyde', 'Almond']"
libre-labsolu-platine-2023,Yves Saint Laurent,Libre l'Absolu Platine expresses the absolute intensity to burn from cold and shiver from heat. The perfume of a strong  bold and free woman experimenting her freedom absolutely.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Orange Blossom (Morocco)', 'Bergamot', 'Vanilla (Bourbon)', 'Polygonum', 'Heliotropine (Heliotrope)', 'Coumarin (Tonka Bean note)', 'Mandarin', 'Ambergris', 'Lavandin', 'Lavender', 'Musk']"
curtidas-de-humor-1,Natura,Humor is a way of looking at life. Because grace is greater when we share and allow ourselves to laugh at ourselve.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Gourmand,"['Jasmine', 'Blackberry', 'Praline', 'Freesia', 'Orchid', 'Heliotropine (Heliotrope)', 'Coumarin (Tonka Bean note)', 'Mandarin', 'Pink Pepper', 'Raspberry', 'Vanilla', 'Cedarwood', 'Hazelnut', 'Maltol (Praline)', 'Musk', 'Patchouli', 'Sandalwood', 'Woody Ambery Note']"
crystal-noir-eau-de-parfum-1,Versace,He has presence. She walks with her head held high and has a special smile. She has an innate ability to be sexy and is always very confident. She is sure of her fashion sense  constantly exploiting her natural elegance. She loves the eccentricity and glamour of the haute couture spirit. She is the Versace woman.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Gardenia', 'Amber', 'Fig', 'Violet', 'Frangipani', 'Jasmine', 'Orange Blossom', 'Peony', 'Tuberose', 'Heliotropine (Heliotrope)', 'Cardamom', 'Ginger', 'Pepper', 'Vanilla', 'Blackcurrant Bud', 'Cashmeran (Woody musky)', 'Musk', 'Sandalwood']"
dark-vanilla,Urban Scents,This unique  warm and deep powdery creation around the vanilla introduces the resinoid of Rooibos. An absolute first in fine perfumery for this complex fragrance with its soft connotations  revealing dark  balsamic and sensual facets.  Rounded off with spicy notes and powdery notes of Dark Vanilla invites you to experience this olfactive mystery.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Vanilla (Bourbon)', 'Vanillin (Vanilla note)', 'Benzoin', 'Tonka Bean', 'Heliotropine (Heliotrope)', 'Pink Pepper', 'Rooibos Red Tea', 'Rum']"
marsiglia-musk-1,Alysonoldoini,The interpretation of the new cleanness  Marsiglia Musk is a fragrance dedicated to those who like wearing a crisp white shirt.,,FLORAL,MUSK SKIN,Soft Floral Classical Musk,"['Musk', 'Heliotropine (Heliotrope)', 'Lime', 'Coumarin (Tonka Bean note)', 'Passion Fruit', 'Vanilla']"
hello-kitty-candy,Jequiti,Hello Kitty Candy translates all the cuteness and delicacy of the character with a fruity romantic olfactory path.,,FLORAL,FRUITY,Fruity Crisp,"['Nectarine', 'Watermelon', 'Vanilla', 'Apple', 'Rose', 'Heliotropine (Heliotrope)', 'Bergamot', 'Blackcurrant Bud', 'Amber', 'Musk', 'Sandalwood']"
nativa-spa-royal-plumm-1,O Boticário,Royal Plum invites you to feel life with your skin and soul. The cologne brings a more intense version of the Plum fragrance  with ingredients that bring floral notes  allied with delicious fruits to revealing an intense  sensual and extremely elegant essence.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Gourmand,"['Plum Blossom', 'Vanilla (Madagascar)', 'Plum', 'Red Berries', 'Lotus', 'Peony', 'Violet', 'Heliotropine (Heliotrope)', 'Jasmine (Sambac)', 'Black Pepper', 'Plum leaves', 'Cedarwood', 'Musk']"
cuide-se-bem-sol-e-agua-fresca,O Boticário,Cuide-Se Bem Sol e Água Fresca is a fragrance that combines the comfort of coconut with the delicacy of frangipani flower.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Frangipani', 'Coconut', 'Vanilla', 'Coconut Milk', 'Sunflower', 'Ylang-ylang', 'Heliotropine (Heliotrope)', 'Bergamot', 'Musk', 'Pear', 'Plum', 'Sandalwood']"
